generation,count,mean,std,min,25%,50%,75%,max
45,2000,264.5585,11.6345,249,256.0,262.0,270.0,312
46,2000,264.9290,11.8214,249,257.0,262.0,270.0,312
47,2000,265.2835,11.9891,249,257.0,262.0,271.0,312
48,2000,265.7195,12.2635,249,257.0,263.0,271.0,312
49,2000,266.0795,12.3608,249,257.0,263.0,272.0,312
50,2000,266.4625,12.5474,249,258.0,263.0,272.0,317
51,2000,266.8635,12.8562,249,258.0,264.0,272.25,317
52,2000,267.3015,13.0281,249,258.0,264.0,273.0,317
53,2000,267.7360,13.2980,250,258.0,264.0,273.25,317
54,2000,268.1635,13.5706,250,258.75,264.0,274.0,317
55,2000,268.5475,13.7494,250,259.0,265.0,274.0,317
56,2000,268.9355,13.9805,250,259.0,265.0,275.0,317
57,2000,269.3740,14.2162,250,259.0,265.0,275.25,318
58,2000,269.7705,14.4207,250,259.0,266.0,276.0,318
59,2000,270.1965,14.6062,251,259.0,266.0,277.0,318
60,2000,270.6145,14.7817,251,259.0,267.0,277.0,318
61,2000,271.0405,14.9149,251,259.75,267.0,279.0,320
62,2000,271.3810,15.0192,251,260.0,267.0,280.0,320
63,2000,271.7385,15.1673,251,260.0,267.5,281.0,320
64,2000,272.1355,15.3671,251,260.0,268.0,282.0,320
65,2000,272.5370,15.5257,251,260.0,268.0,283.0,320
66,2000,273.0140,15.7513,251,261.0,268.0,283.0,320
67,2000,273.4015,15.9094,251,261.0,268.0,283.0,320
68,2000,273.7705,16.0118,251,261.0,269.0,285.0,322
69,2000,274.1455,16.0803,251,261.0,269.0,286.0,322
70,2000,274.5855,16.2009,251,261.0,269.5,287.0,322
71,2000,274.9630,16.3142,251,262.0,270.0,288.0,324
72,2000,275.3890,16.4790,251,262.0,270.0,288.0,328
73,2000,275.7875,16.6939,254,262.0,270.0,289.0,336
74,2000,276.2240,16.9062,254,262.0,270.0,290.0,336
75,2000,276.6195,17.1086,254,262.0,271.0,290.0,336
76,2000,277.0295,17.2580,254,262.0,271.5,291.0,336
77,2000,277.4455,17.4061,254,263.0,272.0,292.0,336
78,2000,277.8595,17.6152,254,263.0,272.0,292.0,336
79,2000,278.3015,17.7760,254,263.0,272.0,293.0,336
80,2000,278.7250,17.9785,255,264.0,273.0,294.0,336
81,2000,279.1460,18.0925,255,264.0,273.0,295.0,336
82,2000,279.6005,18.3009,255,264.0,273.0,295.0,336
83,2000,280.0955,18.5337,255,264.0,274.0,296.0,336
84,2000,280.4915,18.7029,255,264.0,274.0,296.0,336
85,2000,280.9075,18.8931,255,264.0,275.0,297.0,336
86,2000,281.3645,19.1212,255,264.75,275.0,297.25,336
87,2000,281.8300,19.2098,255,265.0,275.0,298.0,336
88,2000,282.2295,19.3608,255,265.0,276.0,299.0,336
89,2000,282.6910,19.4850,256,265.0,277.0,299.0,336
90,2000,283.1485,19.5909,256,265.0,278.0,299.0,336
91,2000,283.5525,19.7147,256,266.0,279.0,300.0,336
92,2000,284.0220,19.9423,256,266.0,280.0,300.0,336
93,2000,284.4435,20.1590,257,267.0,282.0,301.0,336
94,2000,284.8820,20.2940,257,267.0,282.5,302.0,339
95,2000,285.3415,20.4224,257,267.0,283.0,302.0,339
96,2000,285.7815,20.5478,257,267.0,284.0,303.0,339
97,2000,286.2645,20.7167,257,267.0,285.0,304.0,339
98,2000,286.7270,20.8356,257,267.0,285.0,304.0,339
99,2000,287.1495,20.9449,257,268.0,286.0,305.0,339
100,2000,287.6045,20.9613,257,268.0,287.0,305.0,339
101,2000,288.0510,20.9989,257,268.0,288.0,306.0,339
102,2000,288.4840,21.0305,257,268.0,288.5,306.0,339
103,2000,288.9120,21.1097,257,268.0,289.0,307.0,339
104,2000,289.3170,21.0997,259,269.0,289.0,307.0,339
105,2000,289.7565,21.1029,259,269.0,290.0,307.0,339
106,2000,290.2030,21.2214,259,269.0,291.0,307.25,339
107,2000,290.6405,21.2291,259,270.0,291.0,308.0,339
108,2000,291.0620,21.2555,259,270.0,292.0,308.0,339
109,2000,291.4880,21.2914,259,270.0,294.0,308.0,339
110,2000,291.8740,21.3016,259,270.0,295.0,308.0,339
111,2000,292.3480,21.3364,259,270.0,295.0,309.0,339
112,2000,292.7765,21.3723,259,270.0,296.0,309.0,340
113,2000,293.2055,21.3851,259,272.0,297.0,309.0,340
114,2000,293.6970,21.3396,259,272.0,297.0,310.0,340
115,2000,294.1125,21.3395,259,272.0,297.0,310.0,340
116,2000,294.5935,21.3287,259,273.0,298.0,311.0,340
117,2000,294.9610,21.3275,259,273.0,299.0,311.0,340
118,2000,295.4235,21.3305,259,273.0,299.0,312.0,340
119,2000,295.9480,21.3841,259,274.0,299.0,312.0,340
120,2000,296.4040,21.3345,259,275.0,300.0,313.0,340
121,2000,296.9130,21.1994,259,275.0,300.0,313.0,340
122,2000,297.3110,21.1162,259,277.0,300.0,313.0,340
123,2000,297.7840,21.0086,259,279.0,301.0,314.0,340
124,2000,298.2035,20.9361,259,283.0,301.0,314.0,340
125,2000,298.6075,20.9519,261,283.0,302.0,314.0,340
126,2000,299.0775,20.9783,261,283.0,302.5,315.0,340
127,2000,299.4910,20.9442,261,285.0,303.0,315.0,340
128,2000,299.9540,20.8601,261,286.0,304.0,316.0,340
129,2000,300.4475,20.7992,261,287.0,304.0,316.0,340
130,2000,300.9005,20.7174,261,288.0,304.0,316.0,340
131,2000,301.3285,20.6393,261,288.75,305.0,316.0,340
132,2000,301.8325,20.5035,261,289.0,305.0,317.0,340
133,2000,302.2765,20.3686,261,290.0,305.0,317.0,340
134,2000,302.7380,20.2619,261,291.0,306.0,317.0,340
135,2000,303.1555,20.1614,261,292.0,306.0,317.0,340
136,2000,303.6380,19.9701,261,293.0,307.0,318.0,340
137,2000,304.1020,19.7102,261,295.0,307.0,318.0,340
138,2000,304.5770,19.5073,261,295.0,307.0,318.0,340
139,2000,305.0080,19.3278,261,296.0,308.0,318.25,340
140,2000,305.3965,19.1095,261,296.0,308.0,319.0,340
141,2000,305.8625,18.9038,261,297.0,308.0,319.0,340
142,2000,306.3000,18.6869,261,297.0,308.0,320.0,340
143,2000,306.7585,18.4764,261,297.0,308.0,320.0,340
144,2000,307.1895,18.2922,261,298.0,309.0,320.0,340
145,2000,307.6365,18.0185,261,299.0,309.0,320.0,340
146,2000,308.1255,17.7387,261,299.0,309.0,321.0,340
147,2000,308.5450,17.5767,261,299.0,310.0,321.0,340
148,2000,309.0495,17.3051,261,300.0,310.0,321.0,340
149,2000,309.4930,17.0465,261,300.0,311.0,322.0,340
150,2000,309.9130,16.7346,264,300.0,311.0,322.0,340
151,2000,310.3840,16.4252,264,301.0,311.0,322.0,340
152,2000,310.8285,16.1642,265,302.0,312.0,323.0,340
153,2000,311.3225,15.7914,265,303.0,313.0,323.0,340
154,2000,311.7130,15.5649,267,303.0,313.0,323.0,340
155,2000,312.1480,15.2651,267,304.0,313.0,323.0,340
156,2000,312.6180,14.9508,267,304.0,313.0,324.0,340
157,2000,313.0640,14.6702,268,304.0,314.0,324.0,340
158,2000,313.5340,14.5002,268,305.0,314.0,324.0,340
159,2000,314.0350,14.1548,268,305.0,315.0,325.0,340
160,2000,314.4660,13.9150,268,306.0,315.5,325.25,340
161,2000,314.9625,13.5797,268,306.0,316.0,326.0,341
162,2000,315.4000,13.2858,268,306.0,316.0,326.0,341
163,2000,315.8395,12.9971,268,307.0,316.0,326.0,341
164,2000,316.3160,12.7785,268,307.0,317.0,326.0,341
165,2000,316.7415,12.5341,268,308.0,317.0,327.0,341
166,2000,317.2180,12.2357,268,308.0,317.0,327.0,341
167,2000,317.6625,11.8890,268,308.0,318.0,327.0,341
168,2000,318.0645,11.5849,268,309.0,318.0,327.0,341
169,2000,318.5285,11.2766,268,309.0,319.0,328.0,341
170,2000,318.9310,11.0166,268,310.0,319.0,328.0,341
171,2000,319.3345,10.7962,296,311.0,320.0,328.0,341
172,2000,319.7530,10.6118,296,311.0,320.0,328.0,341
173,2000,320.1930,10.4663,296,312.0,320.0,329.0,341
174,2000,320.6175,10.2437,296,313.0,321.0,329.0,342
175,2000,321.0220,10.0765,298,313.75,321.0,329.0,342
176,2000,321.4205,9.9315,300,314.0,322.0,329.0,344
177,2000,321.8230,9.7892,300,314.0,322.0,329.0,344
178,2000,322.2755,9.6967,300,315.0,323.0,330.0,344
179,2000,322.6760,9.5579,300,316.0,323.0,330.0,344
180,2000,323.0885,9.3237,300,316.0,324.0,330.0,344
181,2000,323.5000,9.0953,300,316.0,324.0,330.0,344
182,2000,323.8750,8.9571,305,317.0,324.0,331.0,344
183,2000,324.2745,8.8145,305,318.0,325.0,331.0,344
184,2000,324.6165,8.6781,305,318.0,325.0,331.0,344
185,2000,325.0375,8.4562,306,319.0,326.0,331.0,344
186,2000,325.4125,8.2969,307,319.0,326.0,332.0,344
187,2000,325.7585,8.1441,308,319.0,326.0,332.0,344
188,2000,326.1670,7.9934,308,320.0,327.0,332.0,344
189,2000,326.5490,7.8262,308,321.0,327.0,333.0,344
190,2000,326.8985,7.7486,309,321.0,327.0,333.0,344
191,2000,327.2505,7.6364,309,321.0,328.0,333.0,344
192,2000,327.6595,7.4896,309,322.0,328.0,333.0,344
193,2000,328.0290,7.3572,313,322.0,328.5,334.0,344
194,2000,328.3720,7.2334,313,323.0,329.0,334.0,344
195,2000,328.7085,7.1241,313,324.0,329.0,334.0,344
196,2000,329.0800,6.9591,313,324.0,329.0,334.0,344
197,2000,329.3885,6.7677,313,325.0,330.0,335.0,344
198,2000,329.7315,6.5326,314,325.0,330.0,335.0,344
199,2000,330.1310,6.3863,314,326.0,330.0,335.0,344
200,2000,330.4930,6.2508,314,326.0,331.0,335.0,344
201,2000,330.8510,6.0713,314,327.0,331.0,335.0,345
202,2000,331.2080,5.8354,316,327.0,331.0,336.0,345
203,2000,331.5195,5.6588,318,327.0,331.0,336.0,347
204,2000,331.8580,5.5456,320,328.0,332.0,336.0,348
205,2000,332.1835,5.4877,320,328.0,332.0,336.0,348
206,2000,332.5475,5.3934,321,328.0,333.0,337.0,348
207,2000,332.8590,5.2926,321,329.0,333.0,337.0,348
208,2000,333.1435,5.1573,322,329.0,333.0,337.0,348
209,2000,333.4800,5.0812,322,330.0,333.0,337.0,348
210,2000,333.8070,4.9664,323,330.0,334.0,337.0,348
211,2000,334.0920,4.9554,325,330.0,334.0,338.0,350
212,2000,334.3695,4.9296,325,330.0,334.0,338.0,350
213,2000,334.6050,4.9578,326,331.0,335.0,338.0,350
214,2000,334.8720,4.9732,326,331.0,335.0,338.0,350
215,2000,335.1635,4.9797,326,331.0,335.0,339.0,350
216,2000,335.4625,5.0061,326,332.0,335.0,339.0,350
217,2000,335.7825,4.9739,326,332.0,336.0,339.0,350
218,2000,336.0865,4.9171,326,332.0,336.0,340.0,350
219,2000,336.3870,4.8288,327,333.0,336.0,340.0,350
220,2000,336.6535,4.7856,327,333.0,336.0,340.0,350
221,2000,336.9095,4.7446,328,333.0,337.0,340.0,350
222,2000,337.1530,4.7112,328,334.0,337.0,340.0,350
223,2000,337.4260,4.6646,328,334.0,337.0,341.0,351
224,2000,337.7405,4.6347,328,334.0,337.0,341.0,351
225,2000,338.0250,4.6046,329,335.0,338.0,341.0,351
226,2000,338.2970,4.5861,330,335.0,338.0,341.0,351
227,2000,338.5615,4.5654,330,335.0,338.0,342.0,351
228,2000,338.8530,4.5221,331,335.0,339.0,342.0,351
229,2000,339.1245,4.5089,331,336.0,339.0,342.0,351
230,2000,339.4065,4.4703,331,336.0,339.0,343.0,352
231,2000,339.6455,4.4731,331,336.0,339.0,343.0,352
232,2000,339.9265,4.4504,331,336.0,340.0,343.0,352
233,2000,340.1885,4.3486,331,337.0,340.0,343.0,352
234,2000,340.4240,4.3064,333,337.0,340.0,343.0,353
235,2000,340.6910,4.2974,333,337.0,340.0,344.0,353
236,2000,340.9445,4.3155,333,337.0,341.0,344.0,353
237,2000,341.2005,4.2930,333,338.0,341.0,344.0,353
238,2000,341.4595,4.2884,334,338.0,341.0,344.0,353
239,2000,341.6985,4.2690,334,338.0,341.0,344.0,353
240,2000,341.9465,4.2415,334,339.0,342.0,345.0,353
241,2000,342.1680,4.2160,334,339.0,342.0,345.0,353
242,2000,342.3900,4.1849,335,339.0,342.0,345.0,353
243,2000,342.6370,4.1568,335,340.0,343.0,345.0,353
244,2000,342.8645,4.0973,335,340.0,343.0,346.0,353
245,2000,343.1110,4.0408,335,340.0,343.0,346.0,354
246,2000,343.3385,4.0310,336,340.0,343.0,346.0,354
247,2000,343.5955,4.0042,336,341.0,343.0,346.0,354
248,2000,343.8325,3.9554,336,341.0,343.0,347.0,354
249,2000,344.0795,3.8728,336,341.0,344.0,347.0,354
250,2000,344.2990,3.8241,337,341.0,344.0,347.0,354
251,2000,344.5040,3.7890,337,342.0,344.0,347.0,354
252,2000,344.6985,3.7511,337,342.0,344.0,348.0,354
253,2000,344.9120,3.6599,338,342.0,344.0,348.0,354
254,2000,345.1005,3.6105,339,342.0,345.0,348.0,354
255,2000,345.3050,3.5910,339,342.75,345.0,348.0,354
256,2000,345.5070,3.5268,339,343.0,345.0,348.0,354
257,2000,345.6890,3.5227,340,343.0,345.0,349.0,354
258,2000,345.8815,3.5092,340,343.0,345.0,349.0,354
259,2000,346.0710,3.5027,340,343.0,346.0,349.0,354
260,2000,346.2585,3.4439,340,343.0,346.0,349.0,354
261,2000,346.4585,3.3999,340,344.0,346.0,349.0,354
262,2000,346.6580,3.3455,340,344.0,346.0,349.0,354
263,2000,346.8475,3.2687,340,344.0,347.0,349.0,354
264,2000,347.0050,3.2416,341,344.0,347.0,350.0,354
265,2000,347.1730,3.2130,341,344.0,347.0,350.0,354
266,2000,347.3430,3.1593,342,345.0,347.0,350.0,354
267,2000,347.5080,3.1413,342,345.0,347.5,350.0,354
268,2000,347.6650,3.0944,342,345.0,348.0,350.0,354
269,2000,347.8195,3.0572,342,345.0,348.0,350.0,354
270,2000,347.9935,2.9863,342,346.0,348.0,350.0,354
271,2000,348.1395,2.9321,343,346.0,348.0,350.0,354
272,2000,348.2975,2.8886,343,346.0,348.0,350.0,354
273,2000,348.4605,2.8428,343,346.0,349.0,350.0,354
274,2000,348.6090,2.7801,343,346.0,349.0,350.0,354
275,2000,348.7485,2.7223,343,346.0,349.0,350.0,354
276,2000,348.8910,2.6842,344,347.0,349.0,351.0,354
277,2000,349.0265,2.6390,344,347.0,349.0,351.0,354
278,2000,349.1530,2.5807,344,347.0,349.0,351.0,354
279,2000,349.2915,2.5485,344,347.0,349.0,351.0,354
280,2000,349.4170,2.4936,345,347.0,349.0,351.0,354
281,2000,349.5200,2.4555,345,348.0,350.0,351.0,354
282,2000,349.6525,2.4258,345,348.0,350.0,351.0,354
283,2000,349.7940,2.3709,345,348.0,350.0,352.0,354
284,2000,349.9275,2.3095,345,348.0,350.0,352.0,354
285,2000,350.0510,2.2548,346,349.0,350.0,352.0,354
286,2000,350.1670,2.2243,346,349.0,350.0,352.0,354
287,2000,350.2735,2.1788,346,349.0,350.0,352.0,354
288,2000,350.3880,2.1085,346,349.0,350.0,352.0,354
289,2000,350.5075,2.0472,346,349.0,350.0,352.0,354
290,2000,350.6210,1.9833,346,349.0,350.0,352.0,354
291,2000,350.7270,1.9111,347,349.0,350.0,352.0,354
292,2000,350.8425,1.8632,347,349.0,350.0,353.0,354
293,2000,350.9270,1.8288,348,349.0,350.0,353.0,354
294,2000,351.0220,1.8161,348,350.0,351.0,353.0,354
295,2000,351.1095,1.7931,348,350.0,351.0,353.0,354
296,2000,351.1995,1.7766,348,350.0,351.0,353.0,354
297,2000,351.3105,1.7460,348,350.0,351.0,353.0,354
298,2000,351.3985,1.7021,348,350.0,351.0,353.0,354
299,2000,351.4815,1.6847,349,350.0,351.0,353.0,354
300,2000,351.5560,1.6650,349,350.0,351.0,353.0,354
301,2000,351.6370,1.6521,349,350.0,352.0,353.0,354
302,2000,351.7250,1.6287,349,350.0,352.0,353.0,354
303,2000,351.7965,1.6095,349,350.0,352.0,353.0,354
304,2000,351.8680,1.5940,349,350.0,352.0,353.0,354
305,2000,351.9440,1.5621,349,350.0,352.0,353.0,354
306,2000,352.0215,1.5265,349,351.0,352.0,353.0,354
307,2000,352.0935,1.4879,349,351.0,352.0,353.0,354
308,2000,352.1600,1.4534,349,351.0,353.0,353.0,354
309,2000,352.2130,1.4425,350,351.0,353.0,353.0,354
310,2000,352.2860,1.4231,350,351.0,353.0,353.0,354
311,2000,352.3675,1.4016,350,351.0,353.0,353.0,354
312,2000,352.4445,1.3685,350,351.0,353.0,354.0,354
313,2000,352.5100,1.3386,350,351.0,353.0,354.0,354
314,2000,352.5760,1.3100,350,352.0,353.0,354.0,354
315,2000,352.6375,1.2743,350,352.0,353.0,354.0,354
316,2000,352.7020,1.2357,350,352.0,353.0,354.0,354
317,2000,352.7630,1.1914,350,352.0,353.0,354.0,354
318,2000,352.8290,1.1302,350,352.0,353.0,354.0,354
319,2000,352.8975,1.0670,350,352.0,353.0,354.0,354
320,2000,352.9675,1.0015,350,353.0,353.0,354.0,354
321,2000,353.0245,0.9388,350,353.0,353.0,354.0,354
322,2000,353.0805,0.8924,351,353.0,353.0,354.0,354
323,2000,353.1285,0.8540,351,353.0,353.0,354.0,354
324,2000,353.1820,0.7995,351,353.0,353.0,354.0,354
325,2000,353.2350,0.7457,351,353.0,353.0,354.0,354
326,2000,353.2860,0.6844,351,353.0,353.0,354.0,354
327,2000,353.3145,0.6617,352,353.0,353.0,354.0,354
